lexeme	ambiguous	score
전담	0	49.3066
적	1	49.2687
병	1	49.2308
국지	0	49.1929
인근	0	49.1551
원목	0	49.1942
플레이어	0	49.2331
공로	1	49.1954
증가	0	49.2343
사극	0	49.2731
가정	1	49.2355
예하	0	49.1979
서적	0	49.2366
이란	0	49.1991
동문	0	49.2378
잠입	0	49.2003
편향	0	49.239
기피	0	49.2015
묘사	0	49.1641
국방	0	49.2027
씨앗	0	49.1654
레크리에이션	0	49.2039
꼬리	0	49.2424
퇴조	0	49.2808
발효	0	49.2436
친일	0	49.2063
관철	0	49.2447
시력	0	49.2075
재즈	0	49.2459
자손	0	49.2841
소지	1	49.3223
작가	0	49.3604
혼란	0	49.3985
반향	0	49.4365
화병	0	49.3994
일정	1	49.4374
풍경	1	49.4753
안건	0	49.5131
통보	1	49.476
육우	0	49.5138
반미	0	49.4768
미래	1	49.4399
고찰	0	49.4776
발인	0	49.5153
식수	0	49.4784
소	1	49.4415
청춘	0	49.4048
투자	1	49.368
고양	1	49.3314
넋	0	49.369
유물	0	49.4065
목	1	49.3699
난리	0	49.3333
마디	1	49.3708
연재	0	49.3343
면직	0	49.2979
보완	0	49.2614
들라크루아	0	49.2989
신진	0	49.2625
몰타	0	49.2262
가운데	1	49.2636
평창	0	49.2274
언급	0	49.1912
현물	0	49.155
제패	0	49.1189
발휘	0	49.1563
깔끔	0	49.1202
투혼	0	49.1575
물음	0	49.1215
대등	0	49.1587
구입	1	49.1959
단식	1	49.16
제출	1	49.1241
논쟁	0	49.0883
애널리스트	0	49.0525
찌개	0	49.0896
허물	0	49.1266
글씨	0	49.0909
얼굴	1	49.1279
정년	0	49.1649
모니터링	1	49.2017
자료	1	49.1661
유화	0	49.1304
횡령	0	49.0949
익산	0	49.1317
스코필드	0	49.1685
부탁	0	49.2052
매각	0	49.2419
숙원	0	49.2785
안	1	49.3151
행적	0	49.2795
의군	0	49.3161
필수	1	49.2806
석유	0	49.317
목표	1	49.2816
수퍼스타	0	49.318
윤리	0	49.2826
인큐베이터	0	49.319
차단	1	49.3553
삼진	0	49.3916
자비	0	49.4278
모가지	0	49.4639
레슬링	0	49.4286
아마추어	0	49.3933
작년	0	49.4294
의전	0	49.4654
유통	1	49.5014
원단	0	49.4662
분리	1	49.5021
안보	0	49.538
주저	0	49.5028
고안	0	49.4677
타워	0	49.4326
본의	0	49.3976
서포터스	0	49.3626
중용	0	49.3984
제압	0	49.4342
배신	0	49.47
자산	1	49.5056
공통	0	49.5413
서리태	0	49.5769
현명	1	49.6124
구경	0	49.5775
입법	0	49.5426
한눈	0	49.5781
기사	1	49.5432
디자이너	0	49.5787
변경	1	49.5439
엑스포	0	49.5792
선수	1	49.5445
단독	1	49.5798
항저우	0	49.6151
팔미라	0	49.6503
고수	1	49.6855
석상	0	49.6508
열망	0	49.6162
발생	0	49.5816
센터	1	49.547
스릴	0	49.5822
역무	0	49.5477
노사	0	49.5828
신원	0	49.5483
지각	0	49.5833
치매	0	49.5489
본국	0	49.5839
당초	0	49.6188
꿈	1	49.6537
보급	1	49.6886
고전	1	49.6542
가드	0	49.689
추종	0	49.6547
코스타리카	0	49.6894
유종	0	49.7241
풍습	0	49.6899
기종	0	49.6556
펜션	0	49.6215
판단	1	49.5873
수류탄	0	49.5533
외모	0	49.5879
득표	0	49.5539
콩	0	49.5199
박막	0	49.4859
중국	1	49.5205
초소	0	49.4867
연설	0	49.5212
집단	0	49.4874
화물	0	49.5219
시시각각	0	49.4881
확립	1	49.5225
명심	0	49.5569
지부	0	49.5232
난도	0	49.5575
매개	0	49.5918
소비	1	49.6261
작동	0	49.5924
각자	0	49.5587
장비	1	49.5929
본명	0	49.6271
법안	0	49.5935
교비	0	49.5599
불편	1	49.594
약사	0	49.6281
배구	0	49.5946
레이스	0	49.5611
거실	0	49.5951
간격	0	49.5617
유서	0	49.5957
치료	0	49.6296
근거	1	49.5962
느낌	0	49.6301
코픽스	0	49.664
승마	0	49.6306
만일	0	49.5973
현판	0	49.6311
취향	0	49.5979
북풍	0	49.6316
지급	0	49.6653
호르몬	0	49.699
부시	0	49.6658
민초	0	49.6994
후기	1	49.733
목동	0	49.6998
자부	0	49.7333
시스템	0	49.7668
스페인	0	49.8003
팀	1	49.8337
기금	0	49.867
해상	0	49.9003
대세	0	49.9336
오명	0	49.9005
고구려	0	49.9337
디클로르보스	0	49.9006
볼륨	1	49.9338
번호	1	49.9007
특혜	0	49.8677
인턴십	0	49.8348
유례	0	49.8018
합성	1	49.769
직계	0	49.8021
적합	0	49.7693
온건	0	49.8024
처형	1	49.7696
가와사키	0	49.7368
다윗	0	49.7699
아르피	0	49.8029
파이낸싱	0	49.8359
육탄	0	49.8688
게바라	0	49.9016
의류	0	49.9345
나락	0	49.9018
지오피	0	49.9346
체질	0	49.9673
원점	0	50.0
악성	0	50.0327
원인	1	50.0
난국	0	50.0326
상권	1	50.0652
돼지	0	50.0977
티베트	0	50.0651
통치	0	50.0976
반영	1	50.065
뉴질랜드	0	50.0975
불응	0	50.1299
에어버스	0	50.0973
엄존	0	50.0649
대행	1	50.0972
실세	0	50.0648
국익	0	50.0324
북부	0	50.0647
강북	0	50.097
적발	1	50.1292
태피스트리	0	50.0968
일자	1	50.129
평론	0	50.1612
지평	0	50.1933
세르비아	0	50.2254
어귀	0	50.2574
이코노미스트	0	50.2894
독단	0	50.2571
발언	1	50.2248
하천	0	50.2567
표시	1	50.2886
환수	1	50.2564
즉시	0	50.2883
중독	1	50.3201
맥락	0	50.3519
디지털	0	50.3836
뇌	0	50.3514
의결	0	50.3831
건립	1	50.4148
무능	0	50.4464
컨디션	0	50.4143
철통	0	50.3822
심금	0	50.3501
원폭	0	50.3817
카페	1	50.4132
장식	0	50.4447
치사	0	50.4762
인질	0	50.5076
무함마드	0	50.539
야구	0	50.5703
역	1	50.5383
내수	0	50.5696
냄새	0	50.6009
등장	1	50.6321
도래	0	50.6001
달인	0	50.5682
주로	0	50.5363
세후	0	50.5044
입대	0	50.4726
파열	0	50.4408
개선	1	50.4091
동급	0	50.4403
자진	0	50.4714
세원	0	50.5025
민변	0	50.5336
임	1	50.5646
문명	1	50.5329
진도	1	50.5639
계급	0	50.5949
가보	0	50.5632
시멘트	0	50.5316
규제	1	50.5
노후	1	50.4685
인류	1	50.4994
함선	0	50.5303
가속	0	50.5611
전승	0	50.5919
신선	0	50.6227
세제	0	50.5912
학년	0	50.5597
분단	0	50.5283
수염	0	50.4969
모기	0	50.5276
스코어	0	50.4963
캠프	1	50.527
일기	1	50.5576
토론	0	50.5263
원심	0	50.5569
후손	0	50.5875
안변	0	50.618
선택	1	50.6485
환희	0	50.679
이자	0	50.6477
작태	0	50.6165
자취	0	50.647
전역	1	50.6773
수일	0	50.7077
충북	0	50.738
토종	0	50.7683
즐거움	0	50.7985
주중	0	50.8287
거짓	0	50.7975
빚	0	50.8277
씨족	0	50.7966
도내	0	50.7655
저장	1	50.7956
여명	0	50.7645
이제	1	50.7335
사냥	0	50.7025
남성	0	50.6716
우크라이나	0	50.6406
유교	0	50.6707
접전	0	50.7008
왕	0	50.6699
농락	0	50.6391
유류	0	50.6691
경기	1	50.6383
병실	0	50.6075
내신	0	50.6375
스쿼시	0	50.6068
성사	1	50.6367
임대	0	50.6061
정회	0	50.636
카사블랑카	0	50.6659
문란	0	50.6352
본부	0	50.6651
음미	0	50.6344
안과	0	50.6643
특위	0	50.694
뮤지컬	0	50.6634
티브이	0	50.6932
과실	0	50.6627
혜안	0	50.6924
노승	0	50.722
제동	0	50.6915
립장	0	50.6611
오	1	50.6306
엘리트	0	50.6603
달걀	0	50.6899
운행	1	50.6595
부천	0	50.6291
지배	1	50.5988
방치	1	50.5685
문제	1	50.5383
안경	1	50.5678
터	0	50.5974
세비	0	50.6269
사이코패스	0	50.6563
에이전시	0	50.6261
망자	0	50.5959
지불	1	50.5658
연휴	0	50.5952
정면	0	50.6246
산	0	50.654
소명	1	50.6239
전용	1	50.5938
어깨	0	50.6231
추첨	0	50.6524
법통	0	50.6817
위협	0	50.7109
진압	0	50.6809
증인	1	50.6509
학비	0	50.6801
종이	0	50.6501
전진	0	50.6202
절정	0	50.5903
고기	0	50.6195
탈레반	0	50.5896
학력	0	50.6187
시집	0	50.5889
걸음	1	50.618
개런티	0	50.6471
항의	1	50.6761
이념	0	50.6463
로테이션	0	50.6753
채택	0	50.6455
밀착	0	50.6745
지탱	0	50.6448
북남	0	50.6151
사랑	1	50.644
조치	1	50.6144
편	0	50.5848
퇴출	0	50.6137
가름	0	50.6425
인장	0	50.613
상승	1	50.5834
재연	1	50.5539
광구	0	50.5245
발음	0	50.495
집계	0	50.5239
짝	1	50.5526
탑재	1	50.5233
경실련	0	50.552
근본	0	50.5807
상점	0	50.5514
온라인	0	50.522
수수	1	50.4928
정돈	0	50.5214
심리	1	50.5501
비하	0	50.5787
임의	0	50.6073
문항	0	50.578
상	1	50.6066
추격	0	50.5774
교토	0	50.5482
서면	0	50.519
양	1	50.5476
심층	0	50.5184
이론	0	50.4893
정보	1	50.4603
독성	1	50.4313
심통	0	50.4023
증세	1	50.4308
처남	0	50.4592
유속	0	50.4303
정원	1	50.4587
카지노	0	50.4871
검사	1	50.5155
타박	0	50.4865
취재	0	50.5149
기원	1	50.486
코스닥	0	50.5143
말경	0	50.4854
재능	0	50.4566
척결	0	50.4849
민족	0	50.5131
이외	0	50.5413
무리	1	50.5695
교화소	0	50.5976
동원	1	50.5688
위원	0	50.5969
고난	0	50.625
코드	0	50.653
대가	1	50.681
오엘이디	0	50.709
신설	0	50.737
대담	0	50.7649
수포	0	50.7928
소리	1	50.8206
우유	0	50.7919
모집	0	50.8197
방종	0	50.791
노인	0	50.7623
거사	0	50.7901
어	0	50.7614
불가	0	50.7328
포토샵	0	50.7606
가난	0	50.7883
효력	1	50.7597
진보	0	50.7874
성분	0	50.8151
개원	1	50.8427
칸	0	50.8141
최악	0	50.7856
차체	0	50.7572
모금	0	50.7287
습기	0	50.7003
유능	0	50.6719
도산	1	50.6435
유로	0	50.6152
격분	0	50.5869
별	1	50.6145
카르텔	0	50.6421
강공	0	50.6138
명물	0	50.6414
의거	0	50.6132
진행	1	50.585
가족	1	50.6125
나약	0	50.5843
야근	0	50.6118
후면	0	50.5837
포장	0	50.6111
전제	0	50.6385
구원	0	50.6104
백제	0	50.6378
동점	0	50.6652
관성	0	50.6371
폭우	0	50.6091
파나마	0	50.6364
동해	0	50.6084
해결	1	50.6357
위축	1	50.663
초대	1	50.635
열람	0	50.6071
프루스트	0	50.6343
후방	0	50.6615
발간	0	50.6336
참사	1	50.6608
임금	0	50.6879
인터넷	0	50.6601
절상	0	50.6322
공석	1	50.6593
애정	1	50.6315
천막	0	50.6037
과격	0	50.6308
교원	0	50.6031
약속	0	50.5753
입당	0	50.5476
감각	0	50.52
비거	0	50.547
주눅	0	50.5194
현찰	0	50.4918
만두	0	50.5188
책자	0	50.5459
강간	0	50.5728
고로	0	50.5998
기능	1	50.5722
충신	0	50.5447
주관	1	50.5171
내각	0	50.5441
학창	0	50.571
정권	1	50.5978
한정	0	50.6247
신고	1	50.6515
통산	0	50.624
일행	0	50.6508
실사	0	50.6233
입지	1	50.6501
코팅	0	50.6226
빈티지	0	50.6494
해산	1	50.676
승소	0	50.7027
주부	0	50.7293
편지	0	50.7559
아틀라스	0	50.7825
경찰	1	50.7551
다롄	0	50.7278
국사	0	50.7543
고용	1	50.7808
곡	1	50.7535
균열	0	50.7262
단층	0	50.6989
브리핑	0	50.7254
실증	0	50.6982
계정	1	50.7246
명량	0	50.7511
마빈스	0	50.7775
권총	0	50.7503
최선	1	50.7766
복역	0	50.7495
쓰나미	0	50.7223
매사	0	50.6952
공정	1	50.7215
인간	1	50.6944
인천	0	50.6674
정조	0	50.6403
증상	0	50.6667
뉴욕	0	50.6397
목회	0	50.666
폐차	0	50.639
향배	0	50.6652
은행	1	50.6383
각별	0	50.6645
나머지	1	50.6908
코스	1	50.6638
심	1	50.6369
식구	1	50.6101
비소	0	50.5832
사유	0	50.5564
재직	0	50.5297
오찬	0	50.5558
미술	0	50.582
목포	0	50.6081
집전	0	50.5814
호명	0	50.5547
전과	1	50.528
관행	1	50.5541
관계	1	50.5802
부당	1	50.5535
출근	0	50.5269
침범	0	50.5003
레이저	0	50.5263
정박	0	50.5523
최상	0	50.5258
계층	0	50.4992
선령	0	50.4727
헤어스타일	0	50.4462
기저귀	0	50.4197
우정	0	50.3933
논조	0	50.3669
밖	1	50.3929
전복	0	50.3665
외교	0	50.3401
백석	0	50.3661
해머	0	50.3398
검진	0	50.3657
달러	0	50.3916
중립	1	50.4175
과잉	0	50.4434
뉴요커	0	50.4692
렌더링	0	50.4429
모텔	0	50.4167
장병	0	50.3904
자급	0	50.4162
클라우드	0	50.39
대남	0	50.4158
오빠	0	50.3896
답장	0	50.3634
트렌드	0	50.3373
절전	0	50.3112
바보	0	50.337
힘	1	50.3109
잉어	0	50.2848
해커	0	50.3106
시름	0	50.3363
선동	0	50.3102
투구	0	50.3359
표정	0	50.3616
팔	0	50.3356
사체	0	50.3096
연인	0	50.2837
와인	0	50.2577
욕심	0	50.2834
맹타	0	50.309
검문	0	50.3345
오답	0	50.3601
동참	0	50.3856
비행	0	50.3597
극장	0	50.3852
막내	0	50.4107
여과	0	50.3848
그룹	1	50.4103
수술	0	50.3844
소복	0	50.3586
광고	1	50.3328
청중	0	50.3582
국세	0	50.3325
출자	0	50.3579
공습	0	50.3321
시가	0	50.3575
배달	0	50.3318
자녀	0	50.3571
기반	1	50.3315
분신	0	50.3058
선출	0	50.2802
작전	1	50.2546
먼지	0	50.2799
서기	0	50.3052
인솔	0	50.2796
구사	1	50.2541
서	1	50.2285
지수	1	50.203
축소	1	50.2283
계열	0	50.2535
정산	0	50.2788
유신	0	50.304
동등	0	50.2785
반찬	0	50.3036
남미	0	50.2782
행각	0	50.3033
밴드	0	50.2779
벼	0	50.303
공문	0	50.2776
참패	0	50.3027
영역	0	50.2774
괴상	0	50.252
딜레마	0	50.2267
노총	0	50.2518
필리핀	0	50.2768
오늘	1	50.2515
모방	0	50.2765
어머니	1	50.2513
국면	0	50.226
소형	0	50.251
열도	1	50.2258
맥아더	0	50.2006
훈육	0	50.2256
출구	0	50.2505
각론	0	50.2754
총무	0	50.3003
전권	0	50.2751
평탄	0	50.3
흉측	0	50.2749
조선	1	50.2997
미녀	0	50.3245
착용	0	50.2994
산업	0	50.2743
은유	0	50.2991
하이커우	0	50.3239
창법	0	50.2988
작업	1	50.2738
주력	1	50.2488
마케팅	0	50.2735
해충	0	50.2982
때	1	50.2732
원가	1	50.2483
미얀마	0	50.2233
상상	0	50.1984
통영	0	50.2231
농촌	0	50.1982
전관	0	50.2229
절차	1	50.2475
준용	0	50.2721
유니폼	1	50.2967
암	1	50.3213
재고	0	50.3458
단정	0	50.321
음모	0	50.2962
독주	1	50.3207
문장	1	50.2959
설비	0	50.2711
차장	1	50.2956
장악	0	50.2708
프리미엄	0	50.2461
강사	0	50.2213
오사카	0	50.1967
코베인	0	50.2211
충칭	0	50.1965
동상	0	50.1718
역지사지	0	50.1472
꼴찌	0	50.1226
사	1	50.098
우화	0	50.0735
빌딩	0	50.0979
산실	0	50.0734
봅슬레이	0	50.0489
호사	0	50.0733
전국	1	50.0489
미달	0	50.0733
삭감	0	50.0977
확대	1	50.122
기약	0	50.1463
포획	0	50.1706
포함	1	50.1949
감정	1	50.1705
자매	0	50.1947
동부	1	50.219
원시	0	50.2432
최신	0	50.2674
에티오피아	0	50.2915
폭로	0	50.2671
여가	0	50.2427
편곡	0	50.2669
산둥	0	50.2425
로켓	0	50.2666
정오	0	50.2422
일괄	0	50.2663
뜻	1	50.242
노장	1	50.2661
민심	0	50.2901
톱	0	50.3142
투고	0	50.3382
임용	1	50.3621
운세	0	50.3378
여단	0	50.3136
야유	0	50.3375
학기	0	50.3614
육류	0	50.3854
소양	0	50.3611
첼리스트	0	50.385
사이클론	0	50.3608
본래	0	50.3365
호재	1	50.3123
계곡	0	50.3362
교칙	0	50.312
출품	0	50.2879
전체	0	50.3118
원고	1	50.3356
바우처	0	50.3594
출간	0	50.3831
절감	0	50.4069
찬양	0	50.3828
적임	0	50.3587
덕	1	50.3824
예측	0	50.3583
염증	0	50.3343
위스키	0	50.3103
가공	0	50.2863
협찬	0	50.31
싱가포르	0	50.286
의지	1	50.3097
완벽	0	50.3333
편법	0	50.357
성품	0	50.333
훼손	1	50.3091
관람	0	50.2852
박탈	0	50.2613
해고	0	50.2374
연암	0	50.261
천명	0	50.2846
탈세	0	50.2608
남극	0	50.237
알선	0	50.2132
컨트롤	1	50.1894
수립	0	50.1656
정리	1	50.1419
공수	0	50.1655
제소	0	50.1418
여야	0	50.1181
캐시	0	50.0944
절도	0	50.118
바리스타	0	50.0943
모녀	0	50.1179
허무	0	50.0943
공동	1	50.0707
저력	0	50.0942
지속	1	50.0706
운임	0	50.0941
팔순	0	50.0705
고가	1	50.047
표지	0	50.0705
보석	1	50.0939
교역	0	50.0704
주택	1	50.0469
용도	0	50.0234
단기	0	50.0
파고	0	49.9766
물성	0	50.0
포석	1	50.0234
공장	1	50.0468
임플란트	0	50.0234
슬럼프	0	50.0467
고성	0	50.0701
융통	0	50.0467
정의	1	50.0233
아부다비	0	50.0
보너스	0	50.0233
난센스	0	50.0
초딩	0	50.0233
작품	1	50.0
신	1	50.0233
원한	0	50.0465
강단	0	50.0697
소재	1	50.0465
유의	0	50.0232
예년	0	50.0
선생	1	50.0232
차제	0	50.0
전무	0	50.0232
이민	0	50.0463
인접	0	50.0695
무선	0	50.0463
불륜	0	50.0231
유일	0	50.0463
독립	1	50.0693
소프트웨어	0	50.0924
월간	0	50.1155
시인	1	50.0923
위배	0	50.0692
입항	0	50.0461
오디오	0	50.0231
보슈	0	50.0461
통지	0	50.023
녹음	0	50.046
국한	0	50.069
공룡	0	50.046
파라다이스	0	50.023
접대	0	50.0
착안	0	50.023
시선	1	50.0
예수	0	50.0229
도금	0	50.0459
적폐	0	50.0688
직진	0	50.0917
세른	0	50.0687
터빈	0	50.0458
전송	0	50.0229
상환	0	50.0
서명	1	50.0229
수행	1	50.0
나노	0	50.0228
김해	0	50.0
분투	0	49.9772
취득	0	50.0
채취	1	50.0228
의견	1	50.0
극복	0	49.9772
혈서	0	50.0
진출	1	49.9772
경향	1	50.0
메시지	1	50.0227
시야	1	50.0
탄압	0	50.0227
평등	0	50.0
화합	1	50.0227
월	1	50.0454
관영	0	50.068
누적	0	50.0907
학업	0	50.068
운운	0	50.0453
렌터카	0	50.0679
개교	0	50.0452
경연	0	50.0226
영세	0	50.0452
참전	0	50.0678
진의	0	50.0452
오마주	0	50.0677
선발	1	50.0903
범인	0	50.0677
타이어	0	50.0451
조기	0	50.0225
용퇴	0	50.045
골프	0	50.0225
창피	0	50.045
노력	1	50.0225
한예종	0	50.045
쇼	1	50.0674
촬영	0	50.0449
혈액	0	50.0674
논어	0	50.0898
유머	0	50.1122
앙코르	0	50.0897
평가	1	50.0672
연고	0	50.0448
현재	1	50.0672
질문	0	50.0448
종단	0	50.0671
보부아르	0	50.0894
베네수엘라	0	50.1118
보복	0	50.134
격려	0	50.1117
일념	0	50.1339
계파	0	50.1562
펜스	0	50.1784
게릴라	0	50.2006
심경	0	50.2228
베트남	0	50.2004
초등	0	50.1781
보조	0	50.2003
근무	1	50.1779
능력	1	50.1556
투타	0	50.1778
닷새	0	50.1999
대선	1	50.1776
공항	0	50.1553
음성	0	50.1331
위상	0	50.1552
현지	1	50.1773
대조	0	50.1994
반격	0	50.1771
도심	0	50.1992
식당	1	50.177
모습	1	50.199
다이어트	0	50.221
비대	0	50.243
취미	0	50.265
연초	0	50.2428
대출	1	50.2207
신문	1	50.2426
충실	1	50.2205
디자인	0	50.1983
오페라	0	50.2203
스노보드	0	50.1982
파벌	0	50.2201
이탈리아	0	50.242
기법	0	50.2639
부패	0	50.2418
궐기	0	50.2197
대대	0	50.1976
보험	0	50.2195
환기	0	50.2413
소폭	0	50.2193
탈락	0	50.1973
백색	0	50.1753
스코틀랜드	0	50.1971
장남	0	50.2189
라운드	0	50.1969
토마토	0	50.2187
일생	0	50.2405
절창	0	50.2622
자정	0	50.2403
전문	1	50.2183
권리	0	50.2401
기도	1	50.2618
법원	0	50.2835
테마	0	50.3051
화천	0	50.2832
밀양	0	50.3049
단편	0	50.3265
재심	1	50.3046
재범	0	50.3262
팬	0	50.3043
오후	1	50.2825
공전	0	50.3041
한인	0	50.3257
타선	0	50.3472
엘리베이터	0	50.3254
뼈	0	50.3469
위락	0	50.3251
노무	0	50.3466
전모	0	50.3248
남편	1	50.3463
카메오	0	50.3678
준수	0	50.346
강원	0	50.3243
시세	0	50.3457
면	1	50.3672
가사	0	50.3454
흠	0	50.3669
화분	0	50.3883
매듭	0	50.4097
숙식	0	50.3879
자유	1	50.3662
부임	0	50.3445
라면	0	50.3229
유예	1	50.3012
결의	0	50.2796
안전	0	50.3009
송	1	50.3223
호수	0	50.3007
서한	0	50.322
차질	1	50.3004
검거	0	50.2789
부양	1	50.2573
대망	0	50.2357
피곤	0	50.2142
왕족	0	50.1927
한은	0	50.1712
막대기	0	50.1498
테니스	0	50.1283
판매	0	50.1496
변모	1	50.1709
조합	1	50.1495
지하	0	50.1281
숙청	0	50.1494
대치	0	50.128
코스피	0	50.1493
다리	1	50.1279
무역	0	50.1065
추출	1	50.0852
화폐	0	50.1064
장기	1	50.0851
지류	0	50.1063
윤기	0	50.1276
서해	0	50.1062
발문	0	50.085
책무	0	50.0637
국채	0	50.0424
신년	0	50.0636
환급	0	50.0424
확정	1	50.0636
사립	0	50.0847
드라이버	0	50.1059
교환	0	50.127
어민	0	50.1481
출연	1	50.1692
법인	0	50.1903
내역	0	50.2113
지금	1	50.2324
모스크	0	50.2111
전락	1	50.19
구분	1	50.1688
시술	0	50.1898
자원	1	50.1686
자제	1	50.1475
발주	0	50.1685
조사	1	50.1895
허	0	50.2104
항구	0	50.2314
핸디	0	50.2523
매몰	0	50.2732
봉	0	50.2941
총수	0	50.315
불안	1	50.2939
범죄	0	50.3147
갱신	0	50.3356
재원	0	50.3564
궤도	0	50.3772
부업	0	50.3561
주민	1	50.335
카테터	0	50.3139
학장	0	50.2929
아프간	0	50.2719
탈당	0	50.2926
사인	0	50.3134
미국	1	50.2924
한일	0	50.3132
기존	0	50.3339
신분	1	50.3129
도쿄	0	50.2919
행사	1	50.3126
개방	1	50.3333
봉지	0	50.354
실전	0	50.3747
비밀	0	50.3953
판로	0	50.3744
광부	0	50.3534
정당	1	50.3741
식량	0	50.3947
최다	0	50.3738
출가	0	50.3528
보카치오	0	50.332
사전	1	50.3526
면허	0	50.3317
숙지	0	50.3523
도판	0	50.3314
의대	0	50.3106
전철	0	50.3311
걱정	0	50.3103
일치	0	50.2895
못	0	50.2687
보도	1	50.2479
문체	0	50.2272
불미	0	50.2477
유에스	0	50.227
방조	1	50.2475
은퇴	0	50.268
로고	0	50.2885
준공	0	50.2678
사태	1	50.2471
코너링	0	50.2676
미완	0	50.2881
생사	0	50.3085
지혜	0	50.3289
모리타니	0	50.3494
칩	0	50.3698
상가	1	50.3901
호선	0	50.4105
규탄	0	50.3898
기간	1	50.4102
실체	0	50.3895
눈	1	50.3689
퇴임	0	50.3482
차별	0	50.3276
일관	0	50.307
행동	0	50.2864
밸런스	0	50.2658
과장	1	50.2862
학살	0	50.3065
교재	0	50.2859
약국	0	50.2654
화타	0	50.2857
비치	0	50.2652
군부	0	50.2447
원로	0	50.265
초역	0	50.2852
지주	0	50.3055
수비	0	50.285
주요	0	50.3053
영위	0	50.3255
세금	0	50.305
내레이션	0	50.3252
율곡	0	50.3048
도축	0	50.3249
기록	1	50.3451
육상	1	50.3247
완전	0	50.3043
체화	0	50.3244
무관	0	50.304
처사	0	50.2836
비리	1	50.3038
대륙	0	50.3239
하위	0	50.344
네트워킹	0	50.3641
솔루션	0	50.3841
자질	0	50.4042
명언	0	50.4242
동일	0	50.4039
현미	0	50.3835
석사	0	50.3632
마스터스	0	50.3832
이력	0	50.4032
홍콩	1	50.3829
국악	0	50.3626
멤버	0	50.3826
반사	0	50.3623
청사	0	50.3421
어류	0	50.3218
재수	0	50.3418
통과	1	50.3215
선교	1	50.3013
문학	0	50.3213
실형	0	50.3412
복종	0	50.321
구비	0	50.341
선원	1	50.3208
소음	0	50.3407
덩크	0	50.3606
교전	0	50.3805
편대	0	50.4003
침묵	0	50.3802
친서	0	50.36
대한	0	50.3798
마련	1	50.3997
경품	0	50.4195
국민	1	50.4393
게이트	0	50.4591
활용	1	50.4389
불좌	0	50.4188
파문	0	50.3987
승격	0	50.3786
중단	1	50.3586
황제	1	50.3783
원정	1	50.3583
휴대	0	50.378
영혼	1	50.3978
형제	0	50.4175
두통	0	50.4372
코트라	0	50.4569
암시	0	50.4766
염치	0	50.4565
장면	1	50.4762
프로	1	50.4958
세율	0	50.4758
라이선스	0	50.4954
성장	1	50.4754
자국	1	50.4554
패치	0	50.4355
면도	0	50.4155
초청	1	50.4351
관광	1	50.4152
땅	1	50.4348
전통문	0	50.4544
팸플릿	0	50.4739
군기	0	50.4935
봉직	0	50.4736
메뉴	0	50.4931
귀순	0	50.5126
천박	0	50.5321
국회	1	50.5516
요르단	0	50.5317
가능	1	50.5512
야당	0	50.5706
방한	1	50.5507
리노	0	50.5309
작성	1	50.5503
어려움	0	50.5305
본격	0	50.5106
여신	0	50.53
토지	0	50.5495
도민	0	50.5296
연결	1	50.549
학연	0	50.5684
시설	0	50.5486
감동	0	50.5288
기점	0	50.509
단	1	50.4892
출석	0	50.4695
차종	0	50.4497
품성	0	50.4691
국부	0	50.4885
구성	1	50.4687
첼로	0	50.4881
복도	0	50.4684
직행	0	50.4487
주석단	0	50.468
합작	1	50.4483
법규	0	50.4677
동진	0	50.448
횡포	0	50.4283
실직	0	50.4087
방귀	0	50.428
방언	0	50.4084
아동	0	50.4277
완충	0	50.4081
외출	0	50.4274
천만	0	50.4466
쿠바	0	50.4658
연전	0	50.4463
당직	0	50.4267
둔감	0	50.4071
생태	0	50.4264
약품	0	50.4068
근로	0	50.426
기분	1	50.4452
도약	1	50.4257
